"CustomerID","Recency","Frequency_1","Monetary","k4","k5","pe4","pe5","pm4","pm5"
"13160",22,1,91.8,4,5,3,3,2,3
"13161",313,1,112.75,2,2,4,5,3,4
"13162",122,4,417.87,4,5,2,4,4,5
"13165",46,2,510.74,4,5,2,2,4,5
"13166",283,1,417.2,2,2,4,5,3,4
"13167",18,4,194.83,4,5,3,3,2,3
"13168",36,4,320,4,5,3,3,2,1
"13169",63,2,356.44,4,5,3,3,4,5
"13170",26,1,101.61,4,5,3,3,2,3
"13171",21,3,156.14,4,5,3,3,2,3
"13173",4,2,176.82,4,5,3,3,2,3
"13174",16,3,890.84,4,5,2,2,4,5
"13176",46,1,472.69,4,5,2,2,4,5
"13177",64,1,282.45,4,5,3,3,4,5
"13178",26,11,520.5,4,5,1,1,1,1
"13182",45,1,121.18,4,5,3,3,2,3
"13183",7,9,439.75,4,5,1,1,1,1
"13184",14,10,163.56,4,5,1,1,1,1
"13185",267,1,71.4,2,2,4,5,3,4
"13186",39,3,525.3,4,5,2,2,4,5
"13187",337,1,236.02,2,2,4,5,3,4
"13188",11,1,114.6,4,5,3,3,2,3
"13189",18,2,130.34,4,5,3,3,2,3
"13192",95,2,455.97,4,5,2,2,4,5
"13193",61,1,106.28,4,5,3,3,2,3
"13194",135,1,60.7,2,5,3,4,3,4
"13196",11,4,449.44,4,5,2,2,4,1
"13198",10,6,566.87,4,5,2,2,1,1
"13199",3,37,264.92,1,1,1,1,1,2
"13200",19,4,217.52,4,5,3,3,2,3
"13203",9,4,217.37,4,5,3,3,2,3
"13207",15,2,125.13,4,5,3,3,2,3
"13208",59,5,237.38,4,5,3,3,2,3
"13209",30,8,736.45,4,5,2,2,1,1
"13210",93,1,353.48,4,5,2,4,4,5
"13211",10,3,331.14,4,5,3,3,2,1
"13212",19,3,261.86,4,5,3,3,2,3
"13213",56,5,304.12,4,5,3,3,4,1
"13216",267,1,333.74,2,2,4,5,3,4
"13217",122,3,177.99,4,5,3,4,2,3
"13218",127,1,62.64,4,5,3,4,2,3
"13220",78,4,204.82,4,5,3,3,2,3
"13221",240,2,422.43,2,2,4,5,3,4
"13223",200,2,81.6,2,2,4,4,3,4
"13224",60,2,1076.47,4,5,2,2,4,5
"13225",3,7,923.41,4,5,2,2,1,1
"13226",273,1,108.21,2,2,4,5,3,4
"13227",201,1,257.7,2,2,4,4,3,4
"13228",81,1,358,4,5,2,3,4,5
"13229",225,1,160.95,2,2,4,5,3,4
"13230",4,14,193.16,4,1,1,1,1,2
"13232",12,7,185.5,4,5,3,3,1,1
"13233",74,2,302.56,4,5,3,3,4,5
"13235",212,1,1031.07,2,2,2,2,3,4
"13236",24,2,372.43,4,5,3,3,2,3
"13238",17,4,175.18,4,5,3,3,2,3
"13239",261,1,329.56,2,2,4,5,3,4
"13240",96,4,162.18,4,5,3,3,2,3
"13242",112,3,90.13,4,5,3,4,2,3
"13243",203,1,570.17,2,2,4,4,3,4
"13244",92,1,121.74,4,5,3,3,2,3
"13245",50,1,430.5,4,5,2,2,4,5
"13246",18,6,322.62,4,5,3,3,1,1
"13247",17,4,125.28,4,5,3,3,2,3
"13248",124,2,232.84,4,5,3,4,2,3
"13249",92,3,237.14,4,5,3,3,2,3
"13253",156,2,515.2,2,2,2,4,4,5
"13255",9,2,199.75,4,5,3,3,2,3
"13256",14,1,0,4,5,3,3,2,3
"13258",11,3,215.69,4,5,3,3,2,3
"13259",61,1,274.04,4,5,3,3,4,3
"13260",61,1,557.62,4,5,2,2,4,5
"13261",268,2,472.05,2,2,4,5,3,4
"13262",263,1,200.29,2,2,4,5,3,4
"13263",1,34,217.49,1,1,1,1,1,2
"13265",53,5,415.53,4,5,2,2,4,5
"13266",11,12,319.52,4,1,1,1,1,1
"13267",2,19,237.97,4,1,1,1,1,2
"13268",17,10,311.28,4,5,1,1,1,1
"13269",1,15,356.02,4,1,1,1,1,2
"13270",366,1,590,2,2,4,5,3,4
"13271",37,1,205.6,4,5,3,3,2,3
"13272",31,2,138.28,4,5,3,3,2,3
"13273",113,1,138.98,4,5,3,4,2,3
"13276",63,2,295.46,4,5,3,3,4,5
"13277",15,4,64.6,4,5,3,3,2,3
"13278",40,1,542.73,4,5,2,2,4,5
"13279",78,1,137.75,4,5,3,3,2,3
"13280",122,3,260.69,4,5,3,4,4,5
"13282",18,3,377.38,4,5,3,3,2,1
"13283",59,2,46.83,4,5,3,3,2,3
"13284",330,1,201.19,2,2,4,5,3,4
"13285",23,4,677.28,4,5,2,2,4,5
"13291",155,1,361.11,2,2,4,4,4,5
"13292",38,2,289.47,4,5,3,3,2,3
"13294",189,2,436.87,2,2,4,4,3,5
"13295",359,1,201.2,2,2,4,5,3,4
"13296",137,1,87.4,2,5,3,4,3,4
"13297",7,4,522.46,4,5,2,2,4,1
"13298",1,1,360,4,5,3,3,2,3
"13299",268,1,142.5,2,2,4,5,3,4
"13300",169,1,371.89,2,2,4,4,3,4
"13301",103,4,150.05,4,5,3,4,2,3
"13302",155,1,63.75,2,2,4,4,3,4
"13304",351,1,300.42,2,2,4,5,3,4
"13305",4,10,200.09,4,5,1,1,1,1
"13307",120,1,15,4,5,3,4,2,3
"13308",22,3,461.84,4,5,2,2,4,5
"13309",7,5,291.36,4,5,3,3,1,1
"13310",28,3,377.34,4,5,3,3,2,3
"13311",4,2,299.28,4,5,3,3,2,3
"13313",22,5,311.06,4,5,3,3,1,1
"13314",1,3,258.65,4,5,3,3,2,3
"13316",37,4,1372.03,4,5,2,2,4,5
"13317",66,6,378.95,4,5,2,3,4,1
"13318",1,3,213.59,4,5,3,3,2,3
"13319",5,26,417.14,1,1,1,1,1,2
"13320",78,4,378.93,4,5,2,3,4,5
"13321",72,2,283.68,4,5,3,3,4,5
"13322",17,1,199.48,4,5,3,3,2,3
"13323",3,5,157.57,4,5,3,3,2,3
"13324",36,10,712.19,4,5,1,2,1,1
"13325",81,1,675.3,4,5,2,2,4,5
"13327",38,8,453.47,4,5,2,1,1,1
"13328",316,1,1308.48,2,2,4,5,3,4
"13329",31,2,394.5,4,5,3,3,4,3
"13330",92,3,380.31,4,5,2,3,4,5
"13332",14,1,350.9,4,5,3,3,2,3
"13334",82,3,1155.94,4,5,2,2,4,5
"13336",77,1,795.12,4,5,2,2,4,5
"13338",157,1,437.02,2,2,4,4,4,5
"13339",200,1,860.12,2,2,4,4,3,4
"13340",45,7,1533.78,3,4,2,2,4,1
"13341",260,1,775.85,2,2,4,5,3,4
"13343",177,1,303.43,2,2,4,4,3,4
"13344",67,3,828.77,4,5,2,2,4,5
"13345",287,1,339.5,2,2,4,5,3,4
"13347",70,1,291.36,4,5,3,3,4,5
"13348",64,1,233.76,4,5,3,3,2,3
"13349",10,1,197.32,4,5,3,3,2,3
"13350",16,2,439.56,4,5,2,2,4,5
"13351",66,1,323.94,4,5,3,3,4,5
"13352",60,1,347.98,4,5,3,3,4,5
"13354",71,1,743.53,4,5,2,2,4,5
"13355",122,1,674.7,4,5,2,2,4,5
"13356",80,1,768.24,4,5,2,2,4,5
"13357",257,1,608.85,2,2,4,5,3,4
"13358",268,1,389.03,2,2,4,5,3,4
"13359",63,1,389.56,4,5,2,3,4,5
"13362",9,4,772.68,4,5,2,2,4,1
"13363",17,2,446.25,4,5,2,2,4,5
"13364",71,1,134.96,4,5,3,3,2,3
"13365",33,2,1112.68,4,5,2,2,4,5
"13366",50,1,56.16,4,5,3,3,2,3
"13368",256,2,286.7,2,2,4,5,3,4
"13369",365,1,258.28,2,2,4,5,3,4
"13370",371,1,754.87,2,2,4,5,3,4
"13372",89,1,328.64,4,5,3,3,4,5
"13373",60,3,1104.08,4,5,2,2,4,5
"13375",88,1,778.65,4,5,2,2,4,5
"13376",99,3,289.92,4,5,3,4,4,5
"13379",26,3,190.85,4,5,3,3,2,3
"13381",31,6,606.55,4,5,2,2,4,1
"13382",280,1,222.99,2,2,4,5,3,4
"13384",30,7,593.13,4,5,2,2,1,1
"13385",329,1,534.57,2,2,4,5,3,4
"13388",131,2,338.55,4,5,2,4,4,5
"13389",11,3,265.99,4,5,3,3,2,3
"13390",74,1,544.08,4,5,2,2,4,5
"13391",203,1,59.8,2,2,4,4,3,4
"13394",1,8,315,4,5,1,1,1,1
"13395",185,1,307.72,2,2,4,4,3,4
"13396",29,2,680.5,4,5,2,2,4,5
"13397",72,5,308.83,4,5,3,3,4,5
"13398",192,1,457.34,2,2,4,4,3,4
"13402",127,2,310.62,4,5,2,4,4,5
"13403",17,1,75,4,5,3,3,2,3
"13404",1,2,126.25,4,5,3,3,2,3
"13405",204,2,278.73,2,2,4,4,3,4
"13408",1,62,453.5,1,1,1,1,1,2
"13410",24,5,200.61,4,5,3,3,2,3
"13411",107,1,213.55,4,5,3,4,2,3
"13414",133,3,463.5,4,5,2,4,4,5
"13416",43,2,356.25,4,5,3,3,4,3
"13417",4,2,320.42,4,5,3,3,2,3
"13418",11,18,340.41,4,1,1,1,1,2
"13419",63,1,221.06,4,5,3,3,2,3
"13420",149,2,79.92,2,2,4,4,3,4
"13421",40,2,902.92,4,5,2,2,4,5
"13422",64,1,2626.3,3,4,2,2,4,5
"13425",108,3,541.4,4,5,2,2,4,5
"13426",0,10,364.13,4,5,1,1,1,1
"13427",19,3,194.2,4,5,3,3,2,3
"13428",10,1,185.09,4,5,3,3,2,3
"13429",10,4,251.7,4,5,3,3,2,3
"13430",18,2,339.73,4,5,3,3,2,3
"13431",67,2,634.55,4,5,2,2,4,5
"13434",74,2,267.12,4,5,3,3,4,5
"13435",5,7,544.27,4,5,2,2,1,1
"13436",1,1,196.89,4,5,3,3,2,3
"13437",14,7,486.87,4,5,2,2,1,1
"13439",255,1,283.71,2,2,4,5,3,4
"13441",91,1,296.64,4,5,3,3,4,5
"13447",23,3,376.38,4,5,3,3,2,3
"13448",16,6,588.33,4,5,2,2,1,1
"13449",23,1,291.88,4,5,3,3,2,3
"13450",26,6,340.62,4,5,3,3,1,1
"13451",26,5,564.07,4,5,2,2,4,1
"13452",259,2,295,2,2,4,5,3,4
"13453",165,2,178.49,2,2,4,4,3,4
"13455",24,2,529.17,4,5,2,2,4,5
"13456",17,6,294.45,4,5,3,3,1,1
"13458",7,14,689.04,4,1,1,1,1,2
"13460",29,2,91.72,4,5,3,3,2,3
"13461",38,3,481.67,4,5,2,2,4,5
"13462",252,1,151.5,2,2,4,5,3,4
"13464",58,1,674.68,4,5,2,2,4,5
"13466",184,1,307.9,2,2,4,4,3,4
"13467",10,2,530.05,4,5,2,2,4,5
"13468",1,37,154.19,1,1,1,1,1,2
"13470",99,2,82.5,4,5,3,4,2,3
"13471",1,4,618.02,4,5,2,2,4,1
"13473",60,2,211.32,4,5,3,3,2,3
"13474",236,1,220.34,2,2,4,5,3,4
"13475",191,4,357.94,2,2,4,4,3,4
"13476",178,2,619.24,2,2,4,4,4,5
"13477",37,6,242.43,4,5,3,3,2,1
"13479",200,2,150.47,2,2,4,4,3,4
"13481",45,5,360.91,4,5,3,3,4,1
"13482",232,1,184.64,2,2,4,5,3,4
"13483",65,1,140.34,4,5,3,3,2,3
"13484",241,1,313.8,2,2,4,5,3,4
"13485",233,1,454.24,2,2,4,5,3,4
"13486",78,3,374.14,4,5,2,3,4,5
"13487",57,3,191.8,4,5,3,3,2,3
"13488",17,13,689.87,4,1,1,1,1,2
"13489",105,4,112.38,4,5,3,4,2,3
"13491",51,10,121.58,4,5,1,1,1,1
"13494",311,1,316.26,2,2,4,5,3,4
"13495",7,5,408.97,4,5,3,3,1,1
"13496",10,2,326.67,4,5,3,3,2,3
"13497",282,2,174.03,2,2,4,5,3,4
"13499",17,5,231.82,4,5,3,3,2,1
"13500",23,3,388.92,4,5,3,3,4,3
"13502",16,3,97.33,4,5,3,3,2,3
"13503",71,1,216.85,4,5,3,3,2,3
"13504",64,1,295.93,4,5,3,3,4,5
"13506",316,2,229.26,2,2,4,5,3,4
"13507",3,4,619.79,4,5,2,2,4,1
"13508",243,1,110.97,2,2,4,5,3,4
"13509",8,6,160.79,4,5,3,3,2,1
"13510",1,4,447.89,4,5,2,2,4,1
"13512",260,1,251.21,2,2,4,5,3,4
"13513",126,1,205.1,4,5,3,4,2,3
"13514",73,1,152.2,4,5,3,3,2,3
"13515",72,4,222.78,4,5,3,3,2,3
"13516",21,3,463.14,4,5,2,2,4,5
"13517",59,3,709.47,4,5,2,2,4,5
"13518",85,1,594.88,4,5,2,2,4,5
"13519",78,1,122.75,4,5,3,3,2,3
"13521",1,3,350.07,4,5,3,3,2,1
"13522",30,1,125.8,4,5,3,3,2,3
"13523",33,5,792.98,4,5,2,2,4,5
"13524",40,5,136.04,4,5,3,3,2,3
"13525",14,2,314.39,4,5,3,3,2,3
"13527",33,7,313.89,4,5,3,3,1,1
"13529",78,2,153.88,4,5,3,3,2,3
"13531",205,2,241.9,2,2,4,4,3,4
"13532",33,1,210.31,4,5,3,3,2,3
"13533",182,3,89.13,2,2,4,4,3,4
"13534",2,25,234.8,1,1,1,1,1,2
"13536",1,7,491.5,4,5,2,2,1,1
"13538",43,7,182.98,4,5,3,3,2,1
"13539",85,3,210.45,4,5,3,3,2,3
"13544",39,2,131.62,4,5,3,3,2,3
"13546",12,3,205.06,4,5,3,3,2,3
"13548",96,2,336.95,4,5,3,4,4,5
"13549",25,7,131.17,4,5,3,3,2,1
"13551",319,1,91.8,2,2,4,5,3,4
"13552",66,12,311.67,4,5,1,1,1,1
"13555",73,4,1012.12,4,5,2,2,4,5
"13557",28,2,292.03,4,5,3,3,2,3
"13558",5,4,146,4,5,3,3,2,3
"13560",7,1,168.47,4,5,3,3,2,3
"13561",215,1,141.86,2,2,4,4,3,4
"13562",81,3,599.78,4,5,2,2,4,5
"13563",84,2,388.76,4,5,2,3,4,5
"13564",354,2,566.44,2,2,4,5,3,4
"13565",19,2,120.11,4,5,3,3,2,3
"13566",40,2,421.56,4,5,2,2,4,5
"13568",173,1,181.25,2,2,4,4,3,4
"13569",17,2,154.75,4,5,3,3,2,3
"13570",243,1,239.49,2,2,4,5,3,4
"13571",12,12,173.8,4,1,1,1,1,1
"13572",205,1,1384.25,2,2,2,2,3,4
"13573",50,2,143.05,4,5,3,3,2,3
"13575",23,5,146.41,4,5,3,3,2,3
"13576",10,18,373.19,4,1,1,1,1,2
"13577",25,4,421.9,4,5,2,2,4,1
"13579",14,2,233.52,4,5,3,3,2,3
"13581",309,1,118,2,2,4,5,3,4
"13583",155,1,781.03,2,2,2,2,4,5
"13584",306,1,142.4,2,2,4,5,3,4
"13587",63,1,712.4,4,5,2,2,4,5
"13588",15,9,275.44,4,5,1,1,1,1
"13589",14,2,189.82,4,5,3,3,2,3
"13590",11,6,330.32,4,5,3,3,1,1
"13591",64,3,372.38,4,5,2,3,4,5
"13592",35,4,61.99,4,5,3,3,2,3
"13593",108,5,397.34,4,5,2,4,4,5
"13594",52,1,396.97,4,5,2,3,4,5
"13596",5,2,316.49,4,5,3,3,2,3
"13598",47,1,139.91,4,5,3,3,2,3
"13599",1,21,245.06,4,1,1,1,1,2
"13600",312,1,219.52,2,2,4,5,3,4
"13601",45,2,346.66,4,5,3,3,4,3
"13602",64,1,428.89,4,5,2,2,4,5
"13603",26,1,164.34,4,5,3,3,2,3
"13606",29,3,90.99,4,5,3,3,2,3
"13607",40,1,673.01,4,5,2,2,4,5
"13610",12,7,147.54,4,5,3,3,1,1
"13611",89,3,379,4,5,2,3,4,5
"13614",24,4,390.12,4,5,3,3,4,1
"13615",318,1,417.69,2,2,4,5,3,4
"13617",40,3,181.39,4,5,3,3,2,3
"13618",173,1,177.34,2,2,4,4,3,4
"13621",116,1,213.85,4,5,3,4,2,3
"13623",30,5,141.54,4,5,3,3,2,3
"13626",252,1,257.23,2,2,4,5,3,4
"13627",59,5,327.69,4,5,3,3,4,1
"13629",23,11,708.4,4,1,1,1,1,1
"13630",5,7,290.25,4,5,3,3,1,1
"13631",99,11,279.13,4,5,1,1,1,1
"13632",24,5,423.32,4,5,2,2,4,1
"13634",33,5,303.91,4,5,3,3,2,1
